project_id,std_name,provider_name,location_name,type,level,service_group,domain,rating,publication_date,primary_cat,region,report_type
location14,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Older people,Overall,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location15,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Overall,Safe,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location16,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Overall,Effective,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location17,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Overall,Caring,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location18,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Overall,Responsive,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location19,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Overall,Well-led,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location20,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Overall,Overall,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location21,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location22,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location23,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location24,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,Park and Calder Community Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2016-06-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location25,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Community health services for adults,Safe,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location26,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Community health services for adults,Effective,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location27,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Community health services for adults,Caring,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location28,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Community health services for adults,Responsive,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location29,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Community health services for adults,Well-led,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location30,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Community health services for adults,Overall,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location31,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,"Community health services for children, young people and families",Safe,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location32,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,"Community health services for children, young people and families",Effective,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location33,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,"Community health services for children, young people and families",Caring,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location34,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,"Community health services for children, young people and families",Responsive,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location35,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,"Community health services for children, young people and families",Well-led,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location36,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,"Community health services for children, young people and families",Overall,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location37,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Overall,Safe,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location38,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Overall,Effective,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location39,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Overall,Caring,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location40,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Overall,Responsive,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location41,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Overall,Well-led,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location42,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,MCH House,Independent Healthcare Org,location,Overall,Overall,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location43,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Long Stratton Supported Living,Social Care Org,location,Overall,Safe,Good,2019-07-13T00:00:00Z,Community based adult social care services,East of England,Location
location44,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Long Stratton Supported Living,Social Care Org,location,Overall,Effective,Good,2019-07-13T00:00:00Z,Community based adult social care services,East of England,Location
location45,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Long Stratton Supported Living,Social Care Org,location,Overall,Caring,Good,2019-07-13T00:00:00Z,Community based adult social care services,East of England,Location
location46,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Long Stratton Supported Living,Social Care Org,location,Overall,Responsive,Good,2019-07-13T00:00:00Z,Community based adult social care services,East of England,Location
location47,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Long Stratton Supported Living,Social Care Org,location,Overall,Well-led,Good,2019-07-13T00:00:00Z,Community based adult social care services,East of England,Location
location48,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Long Stratton Supported Living,Social Care Org,location,Overall,Overall,Good,2019-07-13T00:00:00Z,Community based adult social care services,East of England,Location
location49,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Church Green Lodge,Social Care Org,location,Overall,Safe,Good,2018-06-01T00:00:00Z,Residential social care,East of England,Location
location50,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Church Green Lodge,Social Care Org,location,Overall,Effective,Requires improvement,2018-06-01T00:00:00Z,Residential social care,East of England,Location
location51,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Church Green Lodge,Social Care Org,location,Overall,Caring,Good,2018-06-01T00:00:00Z,Residential social care,East of England,Location
location52,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Church Green Lodge,Social Care Org,location,Overall,Responsive,Good,2018-06-01T00:00:00Z,Residential social care,East of England,Location
location53,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Church Green Lodge,Social Care Org,location,Overall,Well-led,Good,2018-06-01T00:00:00Z,Residential social care,East of England,Location
location54,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Church Green Lodge,Social Care Org,location,Overall,Overall,Good,2018-06-01T00:00:00Z,Residential social care,East of England,Location
location55,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Pine Lodge,Social Care Org,location,Overall,Safe,Good,2019-07-11T00:00:00Z,Residential social care,East of England,Location
location56,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Pine Lodge,Social Care Org,location,Overall,Effective,Good,2019-07-11T00:00:00Z,Residential social care,East of England,Location
location57,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Pine Lodge,Social Care Org,location,Overall,Caring,Good,2019-07-11T00:00:00Z,Residential social care,East of England,Location
location58,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Pine Lodge,Social Care Org,location,Overall,Responsive,Good,2019-07-11T00:00:00Z,Residential social care,East of England,Location
location59,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Pine Lodge,Social Care Org,location,Overall,Well-led,Requires improvement,2019-07-11T00:00:00Z,Residential social care,East of England,Location
location60,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Pine Lodge,Social Care Org,location,Overall,Overall,Good,2019-07-11T00:00:00Z,Residential social care,East of England,Location
location61,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Faro Lodge,Social Care Org,location,Overall,Safe,Good,2017-04-27T00:00:00Z,Residential social care,East of England,Location
location62,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Faro Lodge,Social Care Org,location,Overall,Effective,Requires improvement,2017-04-27T00:00:00Z,Residential social care,East of England,Location
location63,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Faro Lodge,Social Care Org,location,Overall,Caring,Good,2017-04-27T00:00:00Z,Residential social care,East of England,Location
location64,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Faro Lodge,Social Care Org,location,Overall,Responsive,Good,2017-04-27T00:00:00Z,Residential social care,East of England,Location
location65,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Faro Lodge,Social Care Org,location,Overall,Well-led,Good,2017-04-27T00:00:00Z,Residential social care,East of England,Location
location66,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Faro Lodge,Social Care Org,location,Overall,Overall,Good,2017-04-27T00:00:00Z,Residential social care,East of England,Location
location67,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Norwich Supported Living,Social Care Org,location,Overall,Safe,Good,2019-03-14T00:00:00Z,Community based adult social care services,East of England,Location
location68,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Norwich Supported Living,Social Care Org,location,Overall,Effective,Good,2019-03-14T00:00:00Z,Community based adult social care services,East of England,Location
location69,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Norwich Supported Living,Social Care Org,location,Overall,Caring,Good,2019-03-14T00:00:00Z,Community based adult social care services,East of England,Location
location70,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Norwich Supported Living,Social Care Org,location,Overall,Responsive,Good,2019-03-14T00:00:00Z,Community based adult social care services,East of England,Location
location71,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Norwich Supported Living,Social Care Org,location,Overall,Well-led,Good,2019-03-14T00:00:00Z,Community based adult social care services,East of England,Location
location72,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Norwich Supported Living,Social Care Org,location,Overall,Overall,Good,2019-03-14T00:00:00Z,Community based adult social care services,East of England,Location
location73,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services East,Social Care Org,location,Overall,Safe,Requires improvement,2019-06-28T00:00:00Z,Community based adult social care services,East of England,Location
location74,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services East,Social Care Org,location,Overall,Effective,Good,2019-06-28T00:00:00Z,Community based adult social care services,East of England,Location
location75,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services East,Social Care Org,location,Overall,Caring,Good,2019-06-28T00:00:00Z,Community based adult social care services,East of England,Location
location76,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services East,Social Care Org,location,Overall,Responsive,Good,2019-06-28T00:00:00Z,Community based adult social care services,East of England,Location
location77,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services East,Social Care Org,location,Overall,Well-led,Requires improvement,2019-06-28T00:00:00Z,Community based adult social care services,East of England,Location
location78,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services East,Social Care Org,location,Overall,Overall,Requires improvement,2019-06-28T00:00:00Z,Community based adult social care services,East of England,Location
location79,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services North,Social Care Org,location,Overall,Safe,Good,2019-08-22T00:00:00Z,Community based adult social care services,East of England,Location
location80,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services North,Social Care Org,location,Overall,Effective,Good,2019-08-22T00:00:00Z,Community based adult social care services,East of England,Location
location81,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services North,Social Care Org,location,Overall,Caring,Good,2019-08-22T00:00:00Z,Community based adult social care services,East of England,Location
location82,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services North,Social Care Org,location,Overall,Responsive,Good,2019-08-22T00:00:00Z,Community based adult social care services,East of England,Location
location83,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services North,Social Care Org,location,Overall,Well-led,Requires improvement,2019-08-22T00:00:00Z,Community based adult social care services,East of England,Location
location84,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal Assistant Services North,Social Care Org,location,Overall,Overall,Good,2019-08-22T00:00:00Z,Community based adult social care services,East of England,Location
location85,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal and Community Support Services Personal Assistant Services South,Social Care Org,location,Overall,Safe,Good,2019-06-11T00:00:00Z,Community based adult social care services,East of England,Location
location86,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal and Community Support Services Personal Assistant Services South,Social Care Org,location,Overall,Effective,Good,2019-06-11T00:00:00Z,Community based adult social care services,East of England,Location
location87,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal and Community Support Services Personal Assistant Services South,Social Care Org,location,Overall,Caring,Good,2019-06-11T00:00:00Z,Community based adult social care services,East of England,Location
location88,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal and Community Support Services Personal Assistant Services South,Social Care Org,location,Overall,Responsive,Good,2019-06-11T00:00:00Z,Community based adult social care services,East of England,Location
location89,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal and Community Support Services Personal Assistant Services South,Social Care Org,location,Overall,Well-led,Good,2019-06-11T00:00:00Z,Community based adult social care services,East of England,Location
location90,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Personal and Community Support Services Personal Assistant Services South,Social Care Org,location,Overall,Overall,Good,2019-06-11T00:00:00Z,Community based adult social care services,East of England,Location
location91,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Stepping Out,Social Care Org,location,Overall,Safe,Good,2017-08-31T00:00:00Z,Residential social care,East of England,Location
location92,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Stepping Out,Social Care Org,location,Overall,Effective,Good,2017-08-31T00:00:00Z,Residential social care,East of England,Location
location93,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Stepping Out,Social Care Org,location,Overall,Caring,Good,2017-08-31T00:00:00Z,Residential social care,East of England,Location
location94,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Stepping Out,Social Care Org,location,Overall,Responsive,Good,2017-08-31T00:00:00Z,Residential social care,East of England,Location
location95,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Stepping Out,Social Care Org,location,Overall,Well-led,Good,2017-08-31T00:00:00Z,Residential social care,East of England,Location
location96,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Stepping Out,Social Care Org,location,Overall,Overall,Good,2017-08-31T00:00:00Z,Residential social care,East of England,Location
location97,MEADOWAY HOMES CIC,Meadoway Homes CIC,Meadoway Homes Limited - 613 Barking Road,Social Care Org,location,Overall,Safe,Good,2017-05-25T00:00:00Z,Residential social care,London,Location
location98,MEADOWAY HOMES CIC,Meadoway Homes CIC,Meadoway Homes Limited - 613 Barking Road,Social Care Org,location,Overall,Effective,Good,2017-05-25T00:00:00Z,Residential social care,London,Location
location99,MEADOWAY HOMES CIC,Meadoway Homes CIC,Meadoway Homes Limited - 613 Barking Road,Social Care Org,location,Overall,Caring,Good,2017-05-25T00:00:00Z,Residential social care,London,Location
location100,MEADOWAY HOMES CIC,Meadoway Homes CIC,Meadoway Homes Limited - 613 Barking Road,Social Care Org,location,Overall,Responsive,Good,2017-05-25T00:00:00Z,Residential social care,London,Location
location101,MEADOWAY HOMES CIC,Meadoway Homes CIC,Meadoway Homes Limited - 613 Barking Road,Social Care Org,location,Overall,Well-led,Good,2017-05-25T00:00:00Z,Residential social care,London,Location
location102,MEADOWAY HOMES CIC,Meadoway Homes CIC,Meadoway Homes Limited - 613 Barking Road,Social Care Org,location,Overall,Overall,Good,2017-05-25T00:00:00Z,Residential social care,London,Location
location103,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Community health inpatient services,Safe,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location104,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Community health inpatient services,Effective,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location105,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Community health inpatient services,Caring,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location106,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Community health inpatient services,Responsive,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location107,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Community health inpatient services,Well-led,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location108,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Community health inpatient services,Overall,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location109,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Overall,Safe,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location110,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Overall,Effective,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location111,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Overall,Caring,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location112,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Overall,Responsive,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location113,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Overall,Well-led,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location114,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Lauriston House,Independent Healthcare Org,location,Overall,Overall,Good,2017-03-01T00:00:00Z,Community health - NHS & Independent,London,Location
location115,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,Ashgate Manor,Primary Medical Services,location,Overall,Safe,Good,2017-06-20T00:00:00Z,Out of hours,East Midlands,Location
location116,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,Ashgate Manor,Primary Medical Services,location,Overall,Effective,Good,2016-10-04T00:00:00Z,Out of hours,East Midlands,Location
location117,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,Ashgate Manor,Primary Medical Services,location,Overall,Caring,Good,2016-10-04T00:00:00Z,Out of hours,East Midlands,Location
location118,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,Ashgate Manor,Primary Medical Services,location,Overall,Responsive,Good,2016-10-04T00:00:00Z,Out of hours,East Midlands,Location
location119,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,Ashgate Manor,Primary Medical Services,location,Overall,Well-led,Good,2016-10-04T00:00:00Z,Out of hours,East Midlands,Location
location120,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,Ashgate Manor,Primary Medical Services,location,Overall,Overall,Good,2017-06-20T00:00:00Z,Out of hours,East Midlands,Location
location121,FUTURE HEALTH AND SOCIAL CARE ASSOCIATION CIC,Future Health And Social Care Association C.I.C.,Future Care & Support Service,Social Care Org,location,Overall,Safe,Requires improvement,2019-05-08T00:00:00Z,Community based adult social care services,West Midlands,Location
location122,FUTURE HEALTH AND SOCIAL CARE ASSOCIATION CIC,Future Health And Social Care Association C.I.C.,Future Care & Support Service,Social Care Org,location,Overall,Effective,Requires improvement,2019-05-08T00:00:00Z,Community based adult social care services,West Midlands,Location
location123,FUTURE HEALTH AND SOCIAL CARE ASSOCIATION CIC,Future Health And Social Care Association C.I.C.,Future Care & Support Service,Social Care Org,location,Overall,Caring,Requires improvement,2019-05-08T00:00:00Z,Community based adult social care services,West Midlands,Location
location124,FUTURE HEALTH AND SOCIAL CARE ASSOCIATION CIC,Future Health And Social Care Association C.I.C.,Future Care & Support Service,Social Care Org,location,Overall,Responsive,Requires improvement,2019-05-08T00:00:00Z,Community based adult social care services,West Midlands,Location
location125,FUTURE HEALTH AND SOCIAL CARE ASSOCIATION CIC,Future Health And Social Care Association C.I.C.,Future Care & Support Service,Social Care Org,location,Overall,Well-led,Requires improvement,2019-05-08T00:00:00Z,Community based adult social care services,West Midlands,Location
location126,FUTURE HEALTH AND SOCIAL CARE ASSOCIATION CIC,Future Health And Social Care Association C.I.C.,Future Care & Support Service,Social Care Org,location,Overall,Overall,Requires improvement,2019-05-08T00:00:00Z,Community based adult social care services,West Midlands,Location
location127,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Floating Support City,Social Care Org,location,Overall,Safe,Good,2017-01-12T00:00:00Z,Community based adult social care services,East of England,Location
location128,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Floating Support City,Social Care Org,location,Overall,Effective,Good,2017-01-12T00:00:00Z,Community based adult social care services,East of England,Location
location129,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Floating Support City,Social Care Org,location,Overall,Caring,Good,2017-01-12T00:00:00Z,Community based adult social care services,East of England,Location
location130,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Floating Support City,Social Care Org,location,Overall,Responsive,Good,2017-01-12T00:00:00Z,Community based adult social care services,East of England,Location
location131,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Floating Support City,Social Care Org,location,Overall,Well-led,Good,2017-01-12T00:00:00Z,Community based adult social care services,East of England,Location
location132,INDEPENDENCE MATTERS CIC,Independence Matters C.I.C.,Floating Support City,Social Care Org,location,Overall,Overall,Good,2017-01-12T00:00:00Z,Community based adult social care services,East of England,Location
location133,SPDNS NURSE CARE CIC,SPDNS Nurse Care Community Interest Company,SPDNS Nurse Care Community Interest Company (CIC),Social Care Org,location,Overall,Safe,Good,2017-01-11T00:00:00Z,Community based adult social care services,East of England,Location
